ROS Processes Log
iteration: 249 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 250 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 251 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 252 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 253 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 254 ; CPU: 3.00% ; MEM: 351.00 MB
iteration: 255 ; CPU: 2.83% ; MEM: 351.18 MB
iteration: 256 ; CPU: 2.83% ; MEM: 351.18 MB
iteration: 257 ; CPU: 2.83% ; MEM: 351.18 MB
iteration: 258 ; CPU: 2.83% ; MEM: 351.18 MB
iteration: 259 ; CPU: 2.83% ; MEM: 351.28 MB
iteration: 260 ; CPU: 2.83% ; MEM: 351.28 MB
iteration: 261 ; CPU: 2.83% ; MEM: 351.37 MB
iteration: 262 ; CPU: 2.83% ; MEM: 351.37 MB
iteration: 263 ; CPU: 2.83% ; MEM: 351.45 MB
iteration: 264 ; CPU: 2.83% ; MEM: 351.45 MB
iteration: 265 ; CPU: 2.83% ; MEM: 351.45 MB
iteration: 266 ; CPU: 2.83% ; MEM: 351.45 MB
iteration: 267 ; CPU: 2.83% ; MEM: 351.45 MB
iteration: 268 ; CPU: 2.66% ; MEM: 351.54 MB
iteration: 269 ; CPU: 2.66% ; MEM: 351.54 MB
iteration: 270 ; CPU: 2.66% ; MEM: 351.54 MB
iteration: 271 ; CPU: 2.66% ; MEM: 351.54 MB
iteration: 272 ; CPU: 2.83% ; MEM: 351.54 MB
iteration: 273 ; CPU: 2.83% ; MEM: 351.54 MB
iteration: 274 ; CPU: 2.83% ; MEM: 351.54 MB
iteration: 275 ; CPU: 2.66% ; MEM: 351.54 MB
iteration: 276 ; CPU: 2.66% ; MEM: 351.54 MB
iteration: 277 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 278 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 279 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 280 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 281 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 282 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 283 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 284 ; CPU: 2.66% ; MEM: 351.63 MB
iteration: 285 ; CPU: 2.66% ; MEM: 356.78 MB
iteration: 286 ; CPU: 2.66% ; MEM: 356.78 MB
iteration: 287 ; CPU: 2.66% ; MEM: 356.78 MB
iteration: 288 ; CPU: 2.66% ; MEM: 356.78 MB
iteration: 289 ; CPU: 2.66% ; MEM: 356.78 MB
iteration: 290 ; CPU: 2.66% ; MEM: 356.78 MB
iteration: 291 ; CPU: 2.66% ; MEM: 356.86 MB
iteration: 292 ; CPU: 2.66% ; MEM: 356.86 MB
iteration: 293 ; CPU: 2.66% ; MEM: 356.86 MB
iteration: 294 ; CPU: 2.66% ; MEM: 356.86 MB
